정류소번호,정류소명,총계,성인 승차 인원,청소년 승차 인원,어린이 승차 인원,위도,경도
4044,대촌마을,1376,1310,57,9,35.23569722,126.85459167
5477,용곡입구,1374,1300,70,4,35.12624926,126.74484665
3071,학촌,1366,1168,197,2,35.06469900,126.80289800
3276,송화마을1단지,1346,1007,297,42,35.10916208,126.89975827
2038,농성중흥파크,1341,1321,18,1,35.15654000,126.89263300
4605,효령동,1330,1302,26,2,35.24216390,126.91671290
4025,대촌마을입구,1328,1269,59,0,35.23668854,126.85755709
5864,월전공원,1310,1301,9,0,35.13336930,126.76714449
5852,수완지구(KS병원),1307,1095,200,11,35.19901819,126.83243680
5896,동명정공,1299,489,410,400,35.20311541,126.78874692
1181,조선대해오름관,1297,1205,90,2,35.14015600,126.93195600
5056,북성,1287,1266,20,1,35.17644444,126.71202778
1066,신양파크호텔,1282,1254,23,5,35.15299167,126.94237778
4048,석수정,1277,1223,51,2,35.24211640,126.87224205
5645,회룡(광산구),1270,1047,221,2,35.12390000,126.69574167
5117,한국단자공업,1269,931,178,160,35.21345278,126.81706667
5682,평동역(북),1264,1113,147,3,35.12521596,126.76820708
4587,용산마을,1260,1181,77,3,35.24446300,126.88616200
5606,마암,1250,703,272,275,35.15046301,126.66345346
5472,연동,1240,1237,3,0,35.12374444,126.70008889
3046,원산,1237,1116,121,0,35.08861344,126.84447747
4601,구신한포토닉스,1228,1186,41,1,35.22386181,126.85686773
5577,호남샤니,1227,1210,17,0,35.19678889,126.80258056
5746,하완마을,1220,479,373,368,35.20248000,126.82196100
5074,용호(광산구),1216,1211,2,3,35.18282010,126.67947010
4571,평촌,1205,1126,72,7,35.17615400,127.01032100
5027,하선,1191,1120,69,2,35.11186566,126.77957338
5747,하완마을,1191,1021,154,16,35.20200900,126.82264400
5362,연동삼거리,1190,760,222,208,35.20632300,126.77442400
2136,서창치안센터,1181,1166,13,2,35.10739700,126.82096600
5324,가정,1174,1129,45,0,35.21647600,126.75285010
5646,백제화학,1171,1168,3,0,35.18863100,126.79743600
4195,전망대,1154,824,169,161,35.15879400,126.94318600
3128,봉선삼익아파트(북),1150,809,304,37,35.12584585,126.91324493
5048,본량삼거리,1144,1096,38,10,35.17976944,126.72566667
4383,비엔날레전시관입구,1137,1057,68,13,35.18120132,126.89025134
5083,평림,1136,1101,2,33,35.16752000,126.69042400
5461,검문소,1130,1114,15,1,35.13599722,126.78293056
5866,럭키금속,1128,706,214,208,35.13407902,126.77092468
5867,수완지구(KS병원),1116,973,132,11,35.19901579,126.83241805
5035,남동,1108,692,208,208,35.17956111,126.68214444
5883,현대위아,1107,685,214,208,35.19713349,126.78759479
3047,월성,1105,686,211,208,35.06935556,126.80243889
5079,임곡교,1100,596,295,209,35.20766667,126.75208333
5673,용동(평동),1097,848,245,3,35.13468273,126.75031456
4042,삼소동입구,1094,1039,53,2,35.24637441,126.88751800
5096,비아사거리,1094,575,308,210,35.22348400,126.82569400
5878,하남1교,1090,825,250,14,35.17671800,126.79647800
4120,태령,1088,973,83,32,35.25101389,126.92774444
5790,복호,1083,1078,5,0,35.10738901,126.78979094
1088,월남동,1081,973,78,30,35.10190556,126.93886944
5792,팽호,1076,1054,21,1,35.10969539,126.78612606
3040,신장,1074,1053,21,0,35.05650618,126.81643546
5145,죽산,1072,962,110,0,35.16800800,126.72934400
5519,삼영특수강,1070,1017,52,1,35.20899722,126.81021389
4453,마당고개,1067,989,63,15,35.19081667,126.87754722
2329,매월동(동),1064,583,257,225,35.11233266,126.84563600
5088,학동(본량),1062,1059,3,0,35.19185700,126.66977800
2196,유덕동주민센터,1049,784,147,118,35.16462300,126.85314700
4329,풍암정,1044,991,50,3,35.16021082,126.98715038
4218,도선사,1044,954,85,5,35.19658600,126.93588800
5628,공항,1040,847,126,67,35.14145893,126.81082441
1071,지산유원지입구,1038,969,67,2,35.14916500,126.94446600
3010,대촌미곡처리장,1037,683,342,13,35.07676667,126.82707778
5366,와산,1036,589,237,209,35.24087500,126.73027500
3070,학촌,1034,991,42,1,35.06481500,126.80284200
5760,화천기공,1030,972,57,1,35.19685393,126.80605710
4270,국립5.18민주묘지,1029,889,129,10,35.23188900,126.94201000
3030,석정,1027,607,212,208,35.08755200,126.80904800
2044,발산,1024,958,60,5,35.16041700,126.89202400
5026,평호동,1021,995,24,2,35.10690436,126.77895748
5163,신덕마을,1018,956,53,9,35.13506300,126.78662700
5688,비아119안전센터(북),1016,909,105,2,35.22075262,126.82344013
4589,동림삼익아파트,1008,792,141,74,35.17731389,126.86430278
4288,석곡동주민센터,1007,1000,3,4,35.21281737,126.94846715
5031,가마,1005,999,3,3,35.17116200,126.70275300
5029,호가정,1001,716,149,136,35.09133450,126.77254808
4146,동림교,998,886,102,10,35.17513889,126.86406667
2105,마산(서창),997,980,10,7,35.12758056,126.83115278
5285,우산시영2단지(서),995,900,87,8,35.16117192,126.80103965
2346,풍암SK뷰,994,818,161,15,35.11819800,126.86643900
5551,중앙일보,989,975,15,0,35.19036300,126.80470300
3043,양촌(대촌),963,934,29,0,35.06163611,126.79377778
4631,화암마을위,962,941,15,6,35.15801800,126.97398010
3131,유안초교,962,695,205,63,35.12587119,126.91626389
5634,삼도삼거리,954,950,4,0,35.16346800,126.67456800
4332,화암,952,941,10,1,35.15453333,126.96954167
3017,도촌,942,906,32,5,35.07749722,126.83666111
3005,농막,942,938,4,0,35.08259167,126.80758889
3264,고령친화종합체험관,939,912,28,0,35.09730155,126.89512878
5631,대산삼거리,930,772,152,6,35.12865729,126.68015852
4005,건국동주민센터,927,828,93,6,35.22226093,126.88088728
2227,상무지구,925,636,287,2,35.15649600,126.83863300
5040,매동,922,595,166,160,35.19016667,126.74258889
5620,삼도동주민센터,921,883,16,22,35.16273874,126.69909005
5468,명화동,918,864,48,5,35.12279297,126.72163064
4148,동림삼익아파트,917,814,95,8,35.17756111,126.86422778
3057,지동,916,871,42,3,35.07190010,126.80414600
4275,금곡,911,854,34,22,35.16975000,126.99892222
5045,명도삼거리,900,741,158,1,35.17009722,126.70006389
5492,학동마을,900,899,0,1,35.11276400,126.70537800
4578,일곡대림2차아파트,899,428,460,11,35.21023889,126.89914444
5498,구강리,889,879,9,1,35.18627600,126.78246010
4266,망향동산길,885,465,211,209,35.20999042,126.93132864
5778,기룡마을입구,884,845,37,2,35.09967010,126.76771560
5891,케이엔,882,427,247,208,35.20849170,126.78126805
5857,대동하이렉스,879,506,197,176,35.11899630,126.77559440
2140,중촌,867,852,12,3,35.11015000,126.82295000
5713,명진고,865,704,140,20,35.18502955,126.82915949
5647,백제화학,858,858,0,0,35.18850010,126.79716500
5129,도림,858,852,2,4,35.16670000,126.70098056
1077,남계촌,846,821,25,1,35.09373860,126.94068910
5611,삼도서초교,843,405,216,222,35.16038727,126.67200566
5241,서봉마을,843,816,26,1,35.15194562,126.75028160
5470,상선,842,821,18,3,35.11890753,126.78040834
5128,삼도초교,840,422,208,210,35.16282982,126.70049072
5473,옥동,838,693,49,96,35.12530407,126.75852672
5127,삼도초교,837,805,5,27,35.16297995,126.70156075
3234,노대,836,578,140,117,35.09906389,126.90505278
5653,도야,833,563,268,2,35.12569722,126.68921111
5544,장수동,827,627,177,23,35.18295400,126.78924100
5516,하남삼성전자사거리(북),824,782,41,0,35.20308400,126.80464500
5589,대야,818,496,162,160,35.13731884,126.67339904
5073,옥산,817,814,1,2,35.19113100,126.67429100
5077,월산(본량),814,491,162,160,35.19850600,126.68132010
5517,하남삼성전자사거리(북),812,735,77,0,35.20267300,126.80437600
5793,상선길,812,449,197,165,35.11769830,126.78205010
4138,현진기업,804,384,212,208,35.23438056,126.86038333
4604,효령동,802,384,209,208,35.24245190,126.91648333
2162,양동교,791,459,172,160,35.15875400,126.89665400
1132,충장로5가입구,783,614,168,0,35.15064429,126.91141494
2040,담배인삼공사,782,734,41,6,35.15478844,126.89048573
4052,시립공원묘지,777,742,33,2,35.23763900,126.93269500
5384,종산,773,537,124,112,35.23846667,126.73844167
4107,지산입구,762,677,85,0,35.23342651,126.88934462
3066,하촌,762,657,105,0,35.07332222,126.81852500
3127,봉선삼익아파트(북),760,664,86,10,35.12568039,126.91320946
2114,봉학,757,338,210,209,35.09860700,126.81877966
5692,소촌라인2차아파트,754,722,31,1,35.15151000,126.80141300
5122,광산구유스호스텔,752,733,19,0,35.11645278,126.68472500
5554,진곡 동길,747,725,21,1,35.20762690,126.79525218
4101,전통공예문화학교,744,718,26,0,35.24222222,126.89776111
5671,영천,742,319,213,210,35.13786896,126.75609539
3068,하칠석/고싸움전수관,734,704,26,3,35.06996674,126.83513754
4285,분토(북구),732,722,4,6,35.19740278,126.95344444
4322,충장사(남),720,688,7,24,35.16157500,126.98065000
5879,하남1교,715,483,218,14,35.17657900,126.79625100
5649,제일화학,715,712,3,0,35.18864167,126.80290000
1105,용연정수장,714,379,173,162,35.09227778,126.95840000
5484,축산시험장,713,685,15,13,35.12379239,126.73530670
3055,이장2동,712,699,9,3,35.08823353,126.85836073
5277,대덕아파트,712,692,20,0,35.15446944,126.81507347
4326,광주호수생태원,707,694,11,2,35.18381700,127.00065500
5276,광주자동화설비공업고,705,283,214,208,35.15241000,126.81358200
4335,광호예식장,703,541,160,2,35.16312862,126.90671310
5667,지죽동,691,655,35,0,35.14144722,126.76309167
5148,중방,686,411,276,0,35.15289167,126.73588889
3041,양과동,684,360,165,160,35.08663792,126.87509263
2334,절골입구(북),673,613,60,1,35.11089960,126.82918420
4315,주룡,668,644,23,1,35.22331389,126.94655556
5750,정부광주지방합동청사,668,649,19,0,35.22345400,126.84885400
2104,동하,666,647,19,0,35.12162222,126.83290556
5527,신성화학,657,626,31,0,35.18553611,126.80358056
5513,두산테크택,656,334,162,160,35.20878889,126.80756111
4051,시립공원묘지,645,629,14,2,35.23747778,126.93262500
5514,백길마을,643,591,52,0,35.21068056,126.78395556
4486,일신초교,643,474,153,16,35.21026401,126.89529522
3020,복수,641,553,86,2,35.08930980,126.85615901
5650,기아차하남공장,639,634,5,0,35.20874000,126.79998500
2112,문촌,638,636,1,1,35.11465600,126.81503600
4021,대원정사,632,603,27,2,35.22720712,126.88415527
4093,효령노인복지타운,623,610,12,0,35.24320700,126.91054100
4225,도동고개,623,544,78,1,35.19228785,126.93569473
5749,수완동공원,622,579,36,8,35.20072072,126.82581632
4482,일동중,619,487,128,4,35.20420761,126.89435585
3058,지동,619,548,71,0,35.07188056,126.80404722
5661,송촌동,618,514,87,18,35.13861667,126.77588611
5379,임곡역,618,532,82,3,35.21875556,126.74575000
5955,진곡화물공영차고지,616,605,10,1,35.19325832,126.79507749
5503,신흥목재포장,614,598,16,0,35.21637222,126.80945833
4272,공원묘지,604,560,42,2,35.23631500,126.93492800
5518,삼영특수강,600,583,16,0,35.20885556,126.81034444
5138,송산,598,504,87,7,35.15867881,126.71640316
4595,영락공원2단지,585,558,22,4,35.23042700,126.92057200
4264,4수원지,581,569,12,0,35.16183377,126.96180824
2030,마재호반아파트,580,281,226,72,35.12623700,126.85618700
2113,봉학,578,501,75,2,35.09855055,126.81881167
5779,동곡동주민센터,573,536,37,0,35.09909820,126.77228550
4134,한양아파트,565,463,100,3,35.19790000,126.87520556
5365,오룡,561,561,0,0,35.25033056,126.74283056
4619,용전입구,555,546,9,0,35.24057876,126.89531801
3074,화장뒷길,552,498,45,9,35.07592500,126.80417778
5621,양림마을,543,540,2,1,35.16053333,126.69615833
2341,전남고,541,485,55,1,35.14654700,126.84313700
5352,신등,540,481,48,10,35.19534529,126.77068582
3021,포충사,540,498,41,0,35.08964577,126.84980306
3022,상지석,539,514,26,0,35.08666450,126.84055038
5783,유림마을,539,510,24,4,35.10004310,126.78833810
5585,가산,536,534,1,1,35.13025933,126.67896207
4115,첨단삼성전자,534,503,31,0,35.22517600,126.85308500
5222,노동,531,445,84,2,35.17575500,126.74655100
5617,봉정,530,208,161,161,35.16362615,126.69377683
5685,무등도요,524,203,160,161,35.11472367,126.74911408
5168,영광통사거리,523,504,18,2,35.14051667,126.79519722
4543,동부교육청,512,474,37,0,35.17455801,126.94931258
5655,연동,511,511,0,0,35.12383056,126.70006667
4194,전망대,508,480,25,3,35.15916389,126.94420833
4201,시립민속박물관,506,451,51,4,35.18665400,126.88608500
5669,라정시내버스,501,178,163,160,35.13964388,126.75905270
5865,럭키금속,501,497,4,0,35.13424643,126.77069117
5788,동곡송정,495,477,18,0,35.10498700,126.79353900
1106,용연정수장,494,493,0,1,35.09210900,126.95820100
3072,향등,492,479,13,0,35.08986817,126.87767532
5353,신봉정,490,461,23,7,35.19104010,126.76503700
2108,신용,484,478,4,1,35.09692100,126.81602700
4123,광주테크노파크후문,477,465,12,0,35.23059167,126.86306667
5476,용강입구,476,469,0,7,35.12450760,126.73737357
5521,새한철강,475,445,30,0,35.21352222,126.81028333
5478,용곡입구,473,468,4,0,35.12630904,126.74482222
4323,충장사(북),473,465,8,0,35.16195833,126.98023056
4306,월산(석곡),472,466,3,2,35.21053056,126.94958333
3035,승촌,459,414,45,0,35.05636944,126.78398611
5599,대봉,454,444,8,2,35.14241344,126.66080220
2110,매월동(북),452,294,155,3,35.11280777,126.84442605
5391,천동(광산구),451,429,21,1,35.21051667,126.76125556
3065,하지석,451,423,28,0,35.08368556,126.83639828
5348,석동,447,393,53,1,35.23015556,126.73684722
5674,평동중,445,428,12,5,35.12959092,126.75347742
4274,석곡파출소,444,419,24,1,35.21453929,126.94879587
5326,고룡정보산업학교,443,427,11,5,35.20772300,126.76745100
2111,문촌,443,443,0,0,35.11455200,126.81515400
4278,동초교,442,300,26,116,35.20635556,126.95105000
3083,방림교,437,385,44,8,35.13250556,126.92538889
5354,신봉정,436,337,91,9,35.19075700,126.76480010
4268,4수원지위,434,432,0,2,35.15700000,126.86201944
5625,광암복림,434,432,0,2,35.14790000,126.69105000
1065,단사공원,433,389,38,6,35.14814300,126.93985400
4279,등촌,432,419,4,9,35.17435833,126.96395833
5372,삼화교,432,207,208,17,35.22279900,126.73675700
3073,향등,427,417,10,0,35.09012700,126.87738800
5144,운평,425,417,8,0,35.15313500,126.73163010
3018,무학초교,424,397,25,2,35.06631389,126.80567222
5668,라정시내버스,422,377,44,1,35.13943714,126.75880165
5125,대산삼거리,420,417,2,1,35.12873478,126.68011725
5389,창암,420,418,2,0,35.20711200,126.77100800
5530,안청,419,353,63,3,35.21681111,126.80556111
4014,금당,419,418,1,0,35.24096563,126.86912729
5499,구강리,414,406,5,3,35.18638300,126.78264400
5054,본량학생야영장,409,409,0,0,35.19602010,126.68217200
5557,진곡 서길,407,395,12,0,35.21115556,126.78857222
1170,중앙대교(동),401,363,36,2,35.14672700,126.91241900
5059,산수보건소,400,396,3,2,35.19221667,126.74626111
5021,유림,397,372,25,1,35.10098485,126.77759319
2137,신야촌,391,388,3,0,35.12118010,126.81532800
5373,원임곡,390,364,25,0,35.22066400,126.74100800
4028,두촌,389,371,17,1,35.24661111,126.92262500
2222,상무시민공원,388,346,38,5,35.15393400,126.83901000
2095,구룡(대촌),387,387,0,0,35.09471066,126.81356561
5861,평동산단로,385,358,27,0,35.12140682,126.76867043
4283,복다우,378,374,4,0,35.21805400,126.94829800
2139,마현,378,330,48,0,35.09539303,126.81484301
5785,동곡송정마을입구,374,320,50,4,35.10212855,126.79342734
5949,연산동,371,371,0,0,35.11449051,126.74128142
1102,용산교(동구),366,331,13,22,35.12071111,126.93121944
3076,화장앞길,364,305,59,0,35.07402778,126.80365833
5278,대덕아파트,363,321,43,0,35.15441286,126.81518094
3031,석정,363,363,0,0,35.08749722,126.80908333
4041,삼소동입구,361,338,21,2,35.24656300,126.88786900
5873,명화리,361,361,0,0,35.12352400,126.71160900
5068,예림,361,355,1,4,35.16957222,126.69509722
5329,내등,359,254,90,15,35.18899167,126.76175833
5475,용강입구,353,353,0,0,35.12437512,126.73718150
4507,전남방직,353,336,17,0,35.16094400,126.89399900
5591,우치,342,330,6,6,35.13838436,126.66711398
2200,유덕치안센터,338,321,15,2,35.16572300,126.85460500
5777,기룡마을입구,331,329,2,0,35.09982560,126.76774120
5881,운암마을,330,327,1,2,35.15414800,126.69354200
5335,벽파정,328,328,0,0,35.20341944,126.76687778
5773,조산서길,324,314,10,0,35.10746374,126.76188631
4317,죽곡(남),320,307,7,6,35.20195000,126.95395556
5596,망월,319,233,85,0,35.13741389,126.66140278
5491,평동초교,318,279,35,4,35.12615556,126.75604694
5020,용봉입구,312,305,6,1,35.08144317,126.76714617
5139,송산,311,289,17,5,35.15880921,126.71639167
4016,단지마을,310,245,10,55,35.24613900,126.92628700
5084,풍숙,308,298,3,6,35.17264900,126.72804600
5608,칠성삼거리,308,307,1,0,35.15222441,126.67352960
5885,RTM,306,220,81,4,35.19989682,126.78550999
2347,덕흥마을입구,304,297,7,0,35.16874451,126.83534970
5758,하남공단체육공원,304,285,18,1,35.19117636,126.79394039
5070,양곡,303,303,0,0,35.20135556,126.68282222
3193,닭전머리,300,299,0,1,35.15133728,126.90193477
5603,용성자동차학원,299,297,1,1,35.15001681,126.65900334
5769,동곡분토,298,288,10,0,35.08597800,126.78170600
5860,평동산단로,296,270,25,1,35.12111811,126.76844869
5889,LG전자광주물류센터,294,244,34,16,35.20658098,126.78263740
5132,동백훈련장,292,282,9,1,35.15960556,126.71111944
5548,정우화학,292,292,0,0,35.18571667,126.79922222
5782,관두,291,268,11,12,35.10072957,126.78171157
5894,선진알미늄,290,245,45,0,35.20612429,126.78668765
5361,연동 서길,284,273,11,0,35.20445833,126.77252222
5587,솔밭가든,283,278,3,2,35.13410027,126.67716954
5520,새한철강,280,279,1,0,35.21331944,126.81044167
5598,대봉삼거리,280,264,16,0,35.13895247,126.65986465
5042,맥동,278,271,0,7,35.20279444,126.75393056
2116,불암,277,276,1,0,35.11061214,126.83640536
5141,신광(삼도),276,269,7,0,35.12771709,126.68443658
3003,구소,268,267,1,0,35.05319167,126.81184444
4635,대창운수,268,230,36,2,35.22743300,126.85135600
5332,두동,268,264,4,0,35.21554444,126.76178056
5460,검문소,267,260,6,1,35.13606944,126.78302222
