정류소번호,정류소명,총계,성인 승차 인원,청소년 승차 인원,어린이 승차 인원,위도,경도
5409,첨단1동주민센터,31624,27145,3989,490,35.21862600,126.84211000
4623,첨단2호반아파트,31590,27373,3950,267,35.20718984,126.86440524
2083,가톨릭대평생교육원,31506,28242,3042,222,35.14910160,126.87074225
5262,정광고입구,31248,15973,14401,874,35.15242778,126.79283056
5152,송정파출소(남),31199,26744,3937,518,35.14315276,126.80357222
5764,하남초교,31158,19227,8887,3045,35.17913900,126.79960500
2351,동산교차로,31055,16976,7247,6832,35.12530100,126.85048400
2173,천교,31020,23303,4958,2759,35.15183889,126.90580556
1016,동구노인복지회관,30970,24852,4812,1306,35.15123333,126.92355833
3273,빛고을노인건강타운입구,30869,25800,2632,2438,35.10221933,126.89987548
1015,동구노인복지회관,30856,26486,3931,439,35.15096944,126.92356667
4192,삼정초교,30850,27082,3075,692,35.16684444,126.93721111
5854,수문초교입구,30807,11999,12221,6587,35.19630720,126.83709615
3120,문성고,30702,18991,11259,452,35.12214800,126.90699300
3265,고령친화종합체험관,30659,18022,6441,6197,35.09744858,126.89523071
4621,신용중입구,30546,23618,6551,377,35.21179061,126.86426644
1060,동산초교,30373,27619,2118,637,35.14920278,126.93642778
4563,기산복합상가,30285,27703,2511,71,35.16424722,126.93092500
4024,대촌마을입구,30223,14231,8131,7862,35.23701643,126.85774847
4440,무등야구장,30091,27491,2354,247,35.16963726,126.88934761
5579,흑석사거리(서),29906,27010,2521,375,35.18022400,126.80736300
5721,은빛마을,29874,23897,5537,440,35.19081048,126.83085827
5572,광산소방서입구,29760,27727,1821,213,35.18521400,126.79472200
5583,봉산중,29739,20297,7884,1559,35.20888521,126.84486791
4597,비엔날레전시관,29663,25921,3551,191,35.18230879,126.89095230
4089,용전사거리(남),29646,22930,4015,2700,35.23574600,126.89374800
5177,산동교,29609,27441,2072,96,35.18932721,126.85770698
4075,연제현대아파트,29378,25329,3844,205,35.19768611,126.87170556
2034,광천초교,29319,19912,6956,2452,35.15899800,126.88905800
4364,용봉중,29219,25047,3613,560,35.18696944,126.90968056
2074,한국농어촌공사,29218,25759,3119,339,35.15159488,126.86505306
2345,라마다호텔,29204,25476,3399,329,35.15184335,126.85049955
2177,광명하이츠후문,28898,25809,2997,92,35.16215900,126.86804900
4112,지산초교,28876,17265,6335,5277,35.22948657,126.88533266
2188,기아차중문,28852,25239,3287,325,35.16203500,126.87246200
4184,대주빌라,28722,24952,2884,886,35.17001111,126.93731944
4468,서일초교,28711,21493,6252,966,35.21123700,126.89782800
2338,풍암동부센트리빌,28566,18846,6578,3142,35.12059700,126.86598600
5266,호남대광산캠퍼스,28492,23520,4499,473,35.14954606,126.76855498
5727,수완중흥S-클래스 1차,28449,23170,5097,182,35.18135200,126.81813800
2103,동하,28363,13600,7638,7125,35.12163611,126.83296667
1166,학운초교,28335,16691,4650,6994,35.13311000,126.94792200
4392,용봉모아아파트,28231,25551,2107,573,35.17780688,126.89519549
3198,무진중,28208,23794,4138,277,35.14471944,126.89953333
2328,김대중컨벤션센터(마륵)역(북),28143,22463,3501,2180,35.14403698,126.84101685
4485,일동초교,28049,16268,7190,4591,35.20688830,126.89414971
2212,김대중컨벤션센터,27960,17658,6717,3584,35.14705788,126.83907404
4388,신안교입구,27943,26139,1590,214,35.17463611,126.89575000
1098,지원2동주민센터,27926,25045,2308,573,35.12078500,126.93317600
5246,소촌서라아파트,27898,23243,3802,853,35.14681944,126.79039722
5872,골옷교,27486,17360,5808,4319,35.20256100,126.81765300
4371,서산초교,27440,21642,5340,458,35.18804679,126.90542069
3149,남선산업,27428,23628,3680,120,35.10818732,126.88547615
3232,구암,27183,19658,4191,3334,35.10381671,126.89766350
2287,광주광역시교육청(광덕고),27130,18729,8119,283,35.14760700,126.88041000
4260,양일로입구,26992,24214,2183,595,35.20237778,126.90208889
3227,금호타운아파트,26925,23556,2655,714,35.10966000,126.89684900
4190,두암초교,26919,24016,2428,475,35.16931667,126.93253611
4498,임동주민센터,26904,25259,1568,77,35.16533889,126.89426111
5009,도산역,26870,21588,4879,404,35.13085204,126.78710278
4354,태봉새마을금고,26809,24919,1839,51,35.16769649,126.89551360
4217,농산물공판장,26768,25330,1077,361,35.18467675,126.93256379
2272,서석고,26757,24169,2360,228,35.15259459,126.88091063
3253,진월리채3차,26716,21957,3773,985,35.11437500,126.90716500
2247,신암마을,26620,22361,4051,209,35.12176461,126.88446619
4092,효령노인복지타운,26567,22157,2029,2381,35.24335400,126.91059700
5156,송정대덕아파트,26470,19753,6338,379,35.13588933,126.79785910
4008,고내입구,26383,14353,6589,5441,35.23856679,126.86281647
4540,광주역육교,26347,23827,2154,366,35.16683056,126.91078056
4033,복룡입구,26279,21111,4836,332,35.21433800,126.86536100
5247,소촌스위트밸리,26196,18085,7346,765,35.15787222,126.79286667
2016,광주중,26157,9503,14105,2549,35.12599707,126.85532586
3215,호남삼육고,25997,17615,7656,727,35.13026000,126.89486700
4526,요한병원,25949,22948,2935,65,35.15941400,126.90125200
3103,주월주택단지(남),25832,23691,2037,103,0.00000000,0.00000000
3105,주월주택단지,25794,23504,2084,205,35.13571228,126.89847902
1164,학동평화맨션,25732,21706,2420,1607,35.13033889,126.93278611
5110,신창부영1차아파트,25732,20734,4659,338,35.19072737,126.83854205
5302,풍영정천1교,25717,18586,6608,524,35.17528113,126.81346905
3036,승촌주택단지,25644,12959,7011,5674,35.05794722,126.78657778
5748,수완동공원,25572,13499,6343,5730,35.20080400,126.82661300
5434,방송통신대,25346,17357,6657,1332,35.20941141,126.83734397
2172,우진아파트,25287,21454,2638,1194,35.15047778,126.90588889
4018,단지삼거리,25264,13995,6284,4985,35.24904444,126.92535556
5422,첨단초교후문,25140,22137,2800,203,35.22075383,126.83927403
4177,문화아파트,25107,21800,2974,333,35.17535278,126.93194722
2220,상무병원,25088,23416,1536,136,35.15251389,126.85504444
4525,양동시장,24974,21676,2875,423,35.15394298,126.90452740
4239,문흥지구입구(남),24920,14573,5371,4976,35.18827063,126.93370219
4299,안양사,24715,18597,3287,2831,35.15429444,126.98828056
5447,첨단라인8차아파트,24661,19769,3937,955,35.21498379,126.83484474
1063,동산초교옆,24511,22845,1305,362,35.14889722,126.93683889
3223,무등시장입구(북),24213,22154,1964,95,35.13495160,126.89586725
4558,전대동창회관,24204,20778,2852,574,35.16602222,126.91381667
4224,문흥지구입구(동),24056,22327,1616,113,35.19087413,126.93487386
4060,앰코코리아,23993,13360,5630,5002,35.22965000,126.85173889
2327,칠성마을사거리,23876,20804,2657,414,35.16652200,126.86339800
5567,산정중입구,23686,17561,5631,495,35.17033611,126.80317500
4420,서방사거리,23538,20908,2266,364,35.16493713,126.91805508
4114,호남권역재활병원,23491,17659,3113,2719,35.22555400,126.88276400
1053,매일시장입구,23469,16576,5296,1597,35.14823333,126.93177222
5219,광주인력개발원,23421,17127,5976,317,35.15763056,126.79561389
5561,하남홈플러스,23355,19879,3068,408,35.17783100,126.80473800
2046,서광주전화국,23115,16829,3828,2458,35.15343700,126.89422200
4108,지산입구,23081,11173,6258,5650,35.23349385,126.88928428
4523,수창초교후문,23067,21767,1226,74,35.15699824,126.90888458
4549,중흥삼거리(북),23057,20289,2433,335,35.16801667,126.91043506
2059,서구청,23027,21487,1349,192,35.15189200,126.88892300
3095,백운초교(북),22876,18834,3283,760,35.13796111,126.90145556
5733,고실마을,22872,14715,7830,327,35.19634200,126.81570900
4118,코카콜라,22842,21638,1143,62,35.19767500,126.87891944
4095,우치공원,22762,12613,6174,3976,35.22552000,126.90090800
5281,우산리버힐아파트,22704,20114,2311,279,35.15781447,126.80658774
4311,장등동,22626,11160,6130,5336,35.20020300,126.93368800
3224,무등시장입구(북),22592,20152,2268,172,35.13500800,126.89559800
4624,첨단과학산업단지,22421,19932,2469,20,35.20250655,126.86389622
4035,북초교,22385,11465,2684,8236,35.24439300,126.91483400
5150,송정모아아파트,22298,18419,3264,615,35.14116667,126.80193056
4355,태봉새마을금고,22258,20957,1202,99,35.16830187,126.89420717
1030,두암타운후문,22237,20168,1897,173,35.16146389,126.93426667
4444,공구의거리,22180,20344,1743,94,35.17114500,126.88202400
4242,문화근린공원,22098,16502,4072,1524,35.18267938,126.91872452
2028,마재종원아파트,21999,13635,5554,2810,35.12968600,126.85520000
1039,호남맨션,21982,20224,1353,406,35.15737214,126.93575878
3248,호남삼육고,21709,14525,6243,941,35.13015000,126.89476111
5378,임곡역,21682,12082,6079,3522,35.21868889,126.74573611
4381,비엔날레전시관,21601,19170,2281,151,35.18223290,126.89045009
5560,하남홈플러스,21555,19336,2027,192,35.17761400,126.80434700
2289,서석고,21523,20072,1415,37,35.15286842,126.88060891
5268,상수도광산사업소,21447,17969,3251,227,35.15638625,126.81002748
4006,건국동주민센터,21277,14801,4105,2371,35.22154722,126.88018611
1107,동구문화센터,21248,17221,2893,1134,35.12858700,126.93010900
3266,조각배어린이공원,21140,15700,4160,1280,35.10308132,126.90263438
4077,KT&G광주제조창,21074,17003,3561,509,35.20115833,126.87476389
5179,큰별초교,21012,17296,3656,60,35.18287838,126.82079759
4366,자연과학고,21011,17825,2794,391,35.18676667,126.91650556
5094,비아농협,20880,17383,2902,596,35.22200372,126.82489368
5010,송정초교,20851,15595,4748,508,35.13334444,126.79595278
4336,광주기아챔피언스필드입구,20746,19013,1652,80,35.16871111,126.89172222
4234,문흥라인동산아파트,20351,17503,2496,352,35.18892209,126.92590402
1014,농장다리,20265,17927,1556,782,35.15102514,126.92923841
5190,신창용수마을,20245,15037,5172,37,35.19857973,126.84410404
2143,월암,20064,15322,2847,1895,35.14096856,126.83724367
4487,일신초교,19998,9222,6682,4094,35.21047216,126.89625766
5691,소촌라인2차아파트,19988,16805,2701,483,35.15164600,126.80120600
2318,만호초교,19946,17064,2479,402,35.13216500,126.85558800
1089,주남,19859,16602,2353,904,35.10172710,126.93924375
2257,풍암대주아파트,19706,14147,4300,1259,35.11937590,126.86335604
3026,상칠석,19689,11140,4591,3958,35.07345100,126.83646700
4389,용봉한화꿈에그린,19585,14939,4379,267,35.18144066,126.90427624
3221,무등시장,19478,17953,1420,105,35.13702222,126.89420278
3219,금당중,19365,17213,2072,80,35.13049167,126.88730556
5742,광주농수산물유통센터(북),19320,15950,3203,167,35.18505100,126.82028100
2181,광천E편한세상,19175,15956,3094,125,35.16591944,126.87642778
4055,신용마을,19173,9467,5314,4392,35.24415600,126.87950700
5206,송정I.C,19147,16159,2601,388,35.14683000,126.80739300
5439,산월초교입구,18877,15816,2176,886,35.21188056,126.83714722
4011,광주다문화가족지원거점센터,18873,17406,1273,195,35.19333611,126.87685278
2282,화정역,18833,17174,1611,49,35.15203611,126.87793056
4145,동천동주민센터,18760,16281,2190,288,35.17008859,126.86383649
1034,장원초교(동),18737,17159,1016,562,35.15615000,126.93670000
4122,광주테크노파크후문,18685,10253,4385,4048,35.23053611,126.86312222
5165,신동사거리,18369,15736,2322,311,35.13386496,126.78912817
5240,서봉마을,18355,8992,4827,4537,35.15160833,126.75036944
5715,산정초교,18350,12346,5392,611,35.17267530,126.80142883
5729,광주농수산물유통센터(서),18347,16016,2047,285,35.18440507,126.81766458
4286,분토(북구),18290,15187,1573,1530,35.19744444,126.95356667
4304,무등산국립공원(원효사),18268,17608,618,42,35.14668889,126.98703056
5755,수완영무예다음,18230,9027,9090,113,35.19515616,126.81881356
4616,첨단2부영사랑으로아파트,18216,11542,6062,612,35.21345600,126.86287500
5102,비아호반아파트,18022,16086,1682,254,35.22334800,126.82407900
3113,제석초교,17997,16350,1467,181,35.12781901,126.90741877
3285,대동마을,17965,16140,1722,104,35.10333800,126.88947700
5584,봉산중,17940,12615,4816,509,35.20872222,126.84478889
4034,오비맥주,17901,17587,301,13,35.19786111,126.88447222
4602,구신한포토닉스,17888,13115,2819,1954,35.22390613,126.85665488
4437,광암교입구,17886,16555,1242,89,35.17144010,126.87669100
3173,기독병원,17884,15776,1989,119,35.13688333,126.91363333
1011,계림초교후문,17884,12865,4005,1014,35.16050833,126.92351667
5800,광주송정역(동),17824,12757,2951,2116,35.13715351,126.79205922
4586,롯데백화점(북),17821,16705,847,269,35.15481944,126.91113056
2047,서광주전화국,17797,15310,1690,797,35.15335950,126.89457049
4530,대인광장(동),17596,16483,886,227,35.15715672,126.91315460
5569,하남철강,17469,16587,668,214,35.21344167,126.80055833
3124,봉선라인아파트,17425,15137,1959,329,35.12568056,126.90940556
3181,명지맨션,17395,15033,2091,271,35.13980000,126.89193056
4303,용호(북구),17322,14075,2479,768,35.21048975,126.94492327
2097,종합유통단지,17273,14559,1425,1289,35.11524600,126.85905000
4241,샛터코아,17250,14821,1956,473,35.18610056,126.92098698
5265,호남대광산캠퍼스,17148,12576,3458,1113,35.14923567,126.76837098
3142,중앙대교(서),17062,15918,1079,65,35.14635424,126.91097327
2170,양동시장역(천변),17036,15487,959,590,35.15516100,126.90135400
2350,덕흥삼거리,17024,11079,3611,2334,35.16740169,126.83816135
3182,무등시장,17020,14424,2300,296,35.13760000,126.89363056
4210,전남공무원교육원,17019,11017,3696,2306,35.19381500,126.89168800
5012,송정호반아파트,16975,9868,4115,2992,35.12682613,126.78973695
1082,녹동,16952,14441,1895,616,35.10570260,126.93744281
3288,효천초교,16836,11185,4635,1016,35.10041532,126.88323245
4130,광주테크노파크,16764,7751,4660,4353,35.22831111,126.86091667
4471,월산(삼각동),16743,13545,3158,41,35.20457222,126.90148611
4445,공구의거리,16721,15545,1129,47,35.17090556,126.88109722
3112,제석초교,16658,14017,2250,391,35.12769722,126.90693333
5307,수완아름공원,16615,14286,1861,468,35.18449198,126.82753764
2348,덕흥마을입구,16578,8017,4384,4177,35.16865611,126.83532573
3187,제일맨션,16575,15586,929,61,35.14072222,126.89137222
4176,문화아파트,16506,14104,2078,325,35.17540000,126.93229167
1084,법림사,16407,9892,3296,3219,35.08678333,126.93525556
3202,월산초교,16332,14522,1578,233,35.14707778,126.89755000
3238,빛고을노인건강타운,16278,10050,3151,3076,35.10080831,126.89555257
4110,지산중,16206,11706,4386,114,35.21651518,126.88119923
2296,화정역,16156,14914,1217,25,35.15232470,126.87766436
4356,31사단,16148,12666,3341,142,35.19445571,126.90432127
4081,영락공원,16090,11729,2272,2089,35.23046944,126.91768889
4572,광주공고,15980,13472,2233,275,35.18816667,126.89687222
4359,오정초교입구,15973,12116,2907,951,35.18394516,126.91167011
4072,연제새한아파트,15844,12097,3306,441,35.19935556,126.86982778
2086,쌍촌역,15601,14093,1200,308,35.15137310,126.86763294
2050,서구청,15575,14634,889,52,35.15152900,126.88977100
1024,산수시장,15540,15163,348,28,35.15428231,126.93150900
3109,봉선1동주민센터,15477,13870,1407,201,35.13008611,126.91083333
4223,문흥고가,15450,13385,1695,371,35.18135642,126.92907519
4536,중흥1동주민센터,15373,13454,1230,689,35.16129444,126.91449444
4387,신안교입구,15348,13716,1374,258,35.17478056,126.89612222
5429,무양서원,15343,9995,4766,583,35.20887660,126.84048994
4137,해태제과,15216,13891,1169,156,35.19533611,126.87671667
5716,하남도시공사아파트,15203,10488,3489,1227,35.17434786,126.80021918
4116,첨단삼성전자,15193,6806,4224,4163,35.22570278,126.85276944
4208,용봉쌍용아파트,15175,11330,3563,282,35.18740200,126.88871500
4617,빛고을고입구,15134,10949,4091,93,35.21305788,126.86147883
3244,진월저수지(서),15096,12272,2335,490,35.11357282,126.90448927
2231,계수초교,15090,13496,1444,150,35.15531010,126.84544500
2119,동산교차로(북),15065,8885,3260,2921,35.12583600,126.85101200
5258,어룡초교,15008,11228,2793,987,35.15617222,126.79238056
4231,문흥명지아파트,14994,13350,1346,298,35.18403420,126.92434195
4470,교통연수원입구,14993,14037,935,22,35.21524379,126.90009913
5754,수완영무예다음,14944,6801,7992,151,35.19531333,126.81860833
2133,서창입구,14869,13985,836,49,35.14021171,126.83305402
5292,금구중,14852,7760,7000,91,35.17615556,126.81559444
5215,장암마을,14819,13096,1285,437,35.14220804,126.82500241
5412,첨단금호아파트,14796,8432,5465,899,35.22144452,126.83622203
4135,한양아파트,14712,12434,2082,196,35.19767778,126.87479444
2312,잿등,14708,13518,1156,34,35.15152207,126.87266072
3258,송화마을4단지,14650,11691,2553,406,35.10702490,126.90422416
4196,공간아파트,14629,13505,958,166,35.18920833,126.89426944
3203,월산초교,14595,13292,1241,62,35.14690000,126.89778611
5171,반촌,14595,13290,1288,17,35.19180343,126.85157578
4074,연제주공아파트,14512,11159,2858,495,35.20352500,126.87046944
4576,각화중,14501,6829,3934,3739,35.18171985,126.93719625
4522,수창초교후문,14486,13789,667,30,35.15678567,126.90873496
4121,태령,14436,7523,3783,3130,35.25109444,126.92761389
4584,용봉동성당,14347,12317,1316,715,35.17926641,126.89530938
3167,인성고,14293,5589,7479,1225,35.10349680,126.87879195
4464,명상의집,14275,12040,1356,879,35.21590700,126.90221000
4125,정부광주지방합동청사입구,14246,7148,3668,3430,35.22176200,126.84962200
5002,공군부대,14224,7262,3733,3229,35.12591549,126.78661551
1036,장원초교(서),14130,13390,331,409,35.15579722,126.93587778
4082,영락공원입구,14022,7890,3072,3060,35.24406500,126.91518900
3180,명지맨션,14017,12646,945,426,35.13911667,126.89262500
5418,첨단사거리,14008,11617,2031,360,35.21757203,126.84071599
1175,지원화훼단지,13986,7770,3263,2953,35.11602267,126.93540705
3148,금호타운아파트,13866,13024,781,61,35.11003056,126.89643056
4535,중흥1동주민센터,13848,12993,795,59,35.16166038,126.91495546
5216,장암마을,13801,12577,1168,56,35.14188786,126.82502730
4524,양동시장,13787,11999,1191,598,35.15429167,126.90359167
3060,지석사거리,13766,9023,2375,2368,35.08116522,126.83359636
2106,마산(서창),13754,8550,2620,2583,35.12758056,126.83121944
2007,기아차정문,13745,11640,2013,92,35.16443800,126.87729300
5421,첨단초교,13743,11424,1904,415,35.21918601,126.83731954
2179,광천동,13626,8209,2878,2539,35.16609779,126.86708783
4394,용봉우미아파트,13616,10688,2849,79,35.17784620,126.90077031
2210,5.18자유공원,13501,12319,1110,72,35.14813010,126.84117600
5405,월계중,13377,10647,2583,147,35.21875800,126.83337400
2017,금호도개공아파트,13327,10897,2291,138,35.13277900,126.86173700
3251,백운초교(남),13203,11942,1184,78,35.13553600,126.90018600
4567,풍향삼거리,13195,12185,854,156,35.16276651,126.92778985
5299,목련마을8단지,13181,11231,1749,200,35.17982300,126.81451700
4013,교통공원,13159,11995,1090,75,35.21787765,126.85508332
4045,생룡,13097,10439,1635,1023,35.22909000,126.89880900
2175,계수,13006,11798,1111,97,35.16203874,126.85775699
3239,빛고을노인건강타운,12966,12395,358,213,35.10085688,126.89542374
1019,동진맨션,12931,10975,1855,101,35.15915833,126.92700278
4637,광주교도소,12894,12132,536,226,35.21430842,126.91059875
2033,광천초교,12872,10984,1195,693,35.15926600,126.88867900
4221,동광주진입로,12759,10782,1205,773,35.18274575,126.93135680
5697,수완지구(KS병원),12752,6371,3419,2961,35.19918039,126.83269161
5197,전남공고,12732,9092,3590,49,35.19439183,126.84560239
5745,수완모아엘가,12674,10361,1968,346,35.18968300,126.82337800
2099,대동고,12651,11118,1398,135,35.11417222,126.84894167
4142,동림I.C입구,12648,11399,990,260,35.17416300,126.85251500
5550,중앙일보,12564,11766,585,213,35.19053500,126.80444200
5253,광산경찰서,12547,10465,1986,96,35.15135600,126.78561700
4181,신흥맨션,12471,11460,841,170,35.17648611,126.93381667
1068,지산2동주민센터,12466,11107,1190,169,35.14766944,126.93560278
4531,삼성콜센터,12383,11195,1167,21,35.16332236,126.90916226
3260,진월저수지(동),12302,9078,2423,800,35.11284619,126.90410072
4545,북구보건소,12289,11375,900,14,35.17301111,126.91043611
2123,서부자동차매매단지,12180,8889,1645,1646,35.11398700,126.85612800
2126,서창농협 벽진지점,12180,7733,2356,2091,35.13278889,126.83178333
3220,금당중,12145,6224,5826,96,35.13089696,126.88753420
5019,용봉입구,12138,7061,2699,2378,35.08124794,126.76720728
2313,럭키아파트,12123,9632,2307,185,35.13788889,126.87466389
2072,쌍촌현대아파트,12121,9827,2153,142,35.15791593,126.86655852
4301,어운,12085,8501,2671,913,35.22687222,126.94508333
2342,전남고,11978,6547,3877,1555,35.14626680,126.84286613
4015,금당,11952,6327,3074,2551,35.24072958,126.86927347
3014,도덕,11935,5394,3308,3232,35.05955300,126.80531100
1094,광주남초교,11928,8733,1438,1757,35.12702426,126.93082787
4220,동광주진입로,11884,8048,2014,1822,35.18274707,126.93097298
5243,선암,11881,10010,1308,562,35.15079313,126.77270392
5738,신창부영2차아파트,11797,10352,1341,104,35.19053800,126.83513600
4546,중흥2동주민센터,11735,10797,875,63,35.16975000,126.90793333
5495,경방,11621,10811,601,209,35.19476389,126.80445000
1101,연진회미술원,11598,10465,849,283,35.13200400,126.93866900
2185,극락초교,11476,8683,1876,918,35.16642778,126.85836111
2171,우진아파트,11453,7579,2044,1830,35.15007778,126.90569167
2169,양동시장역(천변),11300,9460,980,860,35.15594356,126.90202682
4360,오치1동주민센터,11297,9309,1935,53,35.19098743,126.90537241
2094,매월종합상가입구,11281,8162,2140,980,35.12001000,126.86070700
2135,서창치안센터,11217,8205,2029,983,35.10743800,126.82106010
4385,삼원맨션,11139,9153,1876,111,35.18091111,126.90214167
4544,북구보건소,11111,10250,822,39,35.17274167,126.91003056
5799,금강1길,11057,5663,2865,2529,35.13517100,126.79608000
5731,장덕마을,11047,9594,1352,101,35.19376000,126.81528833
3019,무학초교,11046,7975,2452,619,35.06626944,126.80570278
5155,상전,11017,9446,1246,324,35.13918056,126.80041944
2226,상무중흥아파트,10944,9859,1008,77,35.15176287,126.84514500
4168,광신아파트,10918,9182,1396,341,35.17601037,126.92999502
4119,코카콜라,10904,10424,459,20,35.19780278,126.87940833
5237,보문고,10863,8150,2647,65,35.15212222,126.78074722
5098,비아119안전센터(서),10774,9629,911,234,35.22019444,126.82271944
2249,운리마을,10755,4514,5738,503,35.11550556,126.86770833
5659,광주지방경찰청입구,10727,8883,1788,56,35.15726200,126.80052300
1177,조선대해오름관,10718,7019,2016,1683,35.14055500,126.93202000
3098,석산고,10657,7629,2895,133,35.13628056,126.90817778
1051,농장다리,10621,9453,936,232,35.15114722,126.92692778
3263,송화마을3단지,10606,8593,1855,158,35.11058830,126.90428853
3233,노대,10598,6299,2250,2049,35.09913611,126.90516667
4064,양산초교,10570,7193,2562,816,35.20636957,126.87086235
4203,매곡대화아파트,10535,9390,877,268,35.19212700,126.89240200
5524,세방전지,10511,8544,1162,805,35.18835000,126.79491944
4422,서방시장(북),10497,9662,788,47,35.16725833,126.91949167
3094,백운초교(남),10493,8980,1372,141,35.13650528,126.90087021
3008,대촌동주민센터,10389,8925,1227,238,35.08120800,126.83408700
4568,풍향삼거리,10378,9342,905,131,35.16244868,126.92778228
5359,연계삼거리,10360,4998,2718,2644,35.22588611,126.73575000
4259,원삼각마을삼일아파트,10360,7909,2367,84,35.19808072,126.90376035
4331,화암,10299,8467,1015,817,35.15437500,126.96963333
5327,광일고,10290,6134,3364,793,35.21982300,126.74294600
5264,중앙초교,10279,7886,1845,548,35.14867778,126.79361667
1025,산수시장,10176,9615,461,101,35.15413800,126.93185029
4596,영락공원2단지,10084,7994,1206,884,35.23089400,126.92095000
2203,칠성마을,10042,8335,1443,263,35.16618771,126.86410642
2281,화정무등파크,10016,9316,696,5,35.15743040,126.87874501
3033,수춘,9997,8703,1279,16,35.08502500,126.86725900
2060,5.18기념공원,9914,8871,964,78,35.15608056,126.85510095
4050,수곡,9899,7087,2019,793,35.24585000,126.91906944
3099,석산고,9854,4726,5100,29,35.13603333,126.90853611
4307,월산(석곡),9730,6516,1767,1447,35.20945700,126.95015500
4222,각화무등파크,9727,8890,703,133,35.17818333,126.93468611
5399,신동아아파트,9726,5795,3674,257,35.22170833,126.83172778
3188,제일맨션,9720,8545,1058,117,35.14142800,126.89065800
2144,월암,9709,8557,767,385,35.14127662,126.83716484
4076,연제현대아파트,9645,7562,1736,347,35.19788333,126.87263611
4229,문흥1동주민센터,9552,8480,874,198,35.18774064,126.92181024
4227,문산중,9522,8403,829,291,35.19007736,126.92362021
4053,신용두,9509,8270,960,278,35.21460342,126.87606100
4581,일곡삼호아파트,9484,6163,1575,1746,35.21361944,126.89786944
5511,도현,9444,9072,306,66,35.21287778,126.79561389
4117,첨단종점,9431,8701,545,185,35.23873928,126.86253238
4105,지산마을,9414,7232,1219,963,35.23231100,126.89590200
5201,진흥고,9364,2976,6306,82,35.19488500,126.84197500
4276,금곡,9330,7541,1536,253,35.16975200,126.99887010
5259,어룡초교,9327,6408,2470,449,35.15579444,126.79227222
3290,신효천마을,9300,5961,1976,1363,35.09812400,126.87819600
3164,이동입구,9227,5992,1655,1580,35.09586667,126.85915556
5394,광주교통방송,9217,8230,730,257,35.22179167,126.84559722
5752,하남2지구,9159,7530,1447,182,35.17595000,126.79796600
5256,송정한전,9137,8038,896,203,35.14934444,126.78822500
3082,학림교,9127,8521,544,62,35.13582700,126.92131100
1104,용연동,9126,6709,1498,919,35.09400100,126.96232100
2356,보훈회관(518민주화운동교육관),9020,5720,1814,1486,35.15010200,126.83862500
4528,천교,9018,5390,3081,548,35.15247100,126.90648700
2319,만호마을,9008,7458,1395,156,35.13213100,126.85095700
1022,산수동우체국,8969,7772,1142,56,35.15545146,126.93116925
5415,첨단도서관,8957,7884,1013,60,35.21724175,126.83160250
5196,전남공고,8925,6854,2055,17,35.19431318,126.84590144
1013,동진맨션,8923,8221,660,42,35.15838056,126.92800278
4316,주룡,8921,6587,1650,684,35.22325833,126.94642500
5052,본량파출소,8883,7557,999,327,35.18126389,126.73055000
3175,학강초교,8778,7922,698,158,35.13773056,126.91673056
3100,수피아여고,8698,6321,2327,51,35.13504444,126.91065000
5245,소촌서라아파트,8696,7117,1503,76,35.14695278,126.79030000
2333,절골입구(북),8669,3716,2489,2465,35.11087764,126.82903246
2216,상무금호아파트,8668,6870,1184,614,35.14947661,126.84284196
5689,소촌남계길,8622,7297,1141,184,35.15165891,126.80493603
5759,화천기공,8604,5908,1433,1264,35.19662636,126.80678468
1086,선교,8601,7969,458,174,35.08895556,126.94716944
5575,한국알프스,8586,8079,347,160,35.19678611,126.79893333
3051,육묘장,8580,6663,1743,174,35.07030400,126.81579700
4491,광주기아챔피언스필드정문,8540,7351,1049,140,35.16611000,126.88667000
3137,광주공원,8538,8263,265,10,35.14842222,126.90982500
3151,도동,8496,5217,2062,1217,35.09990833,126.88556667
5135,지동(광산구),8487,6584,1298,605,35.16043058,126.70773772
5441,우편집중국,8476,7577,729,170,35.21790000,126.85131944
1038,산수무등파크,8416,7669,488,259,35.15712800,126.94024800
2154,화훼단지,8342,8049,281,12,35.11645200,126.85374000
4519,대인광장(서),8298,7728,561,10,35.15638361,126.91092691
5505,단전,8253,7483,593,177,35.18363500,126.79655500
4325,광주호호수생태원,8230,6672,1156,402,35.18389167,127.00048611
1110,광주학생운동기념탑,8205,7472,552,181,35.15280146,126.90917222
4257,삼각호반아파트,8188,6231,1919,38,35.19342000,126.90148500
3284,신기교,8162,6970,795,397,35.10155110,126.89542390
4103,용전사거리(북),8144,7386,712,46,35.23685400,126.89364800
2195,유덕동주민센터,8139,6485,1026,629,35.16451800,126.85284010
4090,용전사거리(남),8125,6624,1042,458,35.23558600,126.89413100
4046,생룡,8113,4671,2016,1426,35.22873100,126.89937400
4233,문흥금호아파트,8099,4829,1743,1528,35.19093975,126.92676245
4517,대인광장(북),8079,5410,1411,1258,35.15704167,126.91176389
5765,도천저수지,7996,6262,1420,314,35.21174012,126.82774014
3252,진월리채3차,7988,6371,1453,164,35.11468100,126.90751900
2132,김대중컨벤션센터(마륵)역,7933,6712,883,337,35.14251563,126.84040335
3281,시립제2요양병원,7882,5420,1267,1195,35.09440990,126.89798740
